# g_p / g_r^k where k = 4.0
0.0 1.0
1.0 1.7545926331822181
2.0 1.9470100588716042
3.0 1.97907774493413
4.0 1.9824445884872444
5.0 1.9818926042709741
6.0 1.9806866827139027
7.0 1.9796951870629635
8.0 1.9786603633956348
9.0 1.978302266329106
10.0 1.977846602343621
11.0 1.9777045485319185
12.0 1.9774309183350938
13.0 1.9769791622482824
14.0 1.9770840845634465
15.0 1.9767772415654585
16.0 1.9767656281876802
17.0 1.9765532417108702
18.0 1.976303872367452
19.0 1.9762534207036595
20.0 1.9761590797683946
21.0 1.9760013639405927
22.0 1.976047872702367
23.0 1.9760820129933825
24.0 1.975613008168983
25.0 1.9763279043182176
26.0 1.9758611286636008
27.0 1.9761270847494765
28.0 1.9762866106670147
29.0 1.976166845929988
30.0 1.9759381272238012
31.0 1.9761917267107478
