# g_p / g_r^k where k = 4.0
0.0 1.0
1.0 4.07521757108413
2.0 11.770283300112366
3.0 28.341331438495228
4.0 61.959457922615705
5.0 128.4785205314046
6.0 256.3153584713562
7.0 501.064656688885
8.0 962.3035126574493
9.0 1884.192622729121
10.0 3629.4293938133756
11.0 6770.711303163384
12.0 7328.285251591601
13.0 16953.018010924203
14.0 42152.687306487125
15.0 200329.28229929184
16.0 -93021.49446115347
17.0 31620.55075825855
18.0 2687589.60683375
19.0 1358686.464971853
20.0 7807019.225852
21.0 -186898139.33130994
22.0 -410000957.60499054
23.0 156790109.4027821
24.0 -1184184705.0850387
25.0 -2636110352.934868
26.0 13390254655.782488
27.0 31108189204.793446
28.0 83706616904.52489
29.0 155768120158.38196
30.0 -1783055920894.0088
31.0 144611010715.37854
32.0 -6109815226012.173
33.0 -4114733029064.195
34.0 -676253248482.0736
35.0 -8364587290900.958
36.0 -268620829888502.3
37.0 80249528128159.31
38.0 3.6050733517602727e+21
39.0 -20279906082327.266
40.0 -11737338340725.236
41.0 8823266368231635.0
42.0 4.1297351117369224e+16
43.0 -1924053356740596.8
44.0 -145338792922366.03
45.0 3902668059050.801
46.0 -3.5941173929942927e+18
47.0 -115839425983877.23
48.0 1.8472837496621808e+17
49.0 2.0083233251731475e+17
50.0 43021620268417.766
51.0 3666828807254360.5
52.0 69686495503955.4
53.0 42176266962533.805
54.0 7250134366445818.0
55.0 -1.4848820972770986e+16
56.0 10193767671013.03
57.0 81404270308347.81
58.0 1355379521424969.8
59.0 56900599399067.11
60.0 27968868271562.234
61.0 -15509920144492.84
62.0 -2.0439825754719224e+16
63.0 -953315566805.3107
64.0 -35482248328642.97
65.0 -44307455870609.195
66.0 -2.135682362141181e+18
67.0 5.412111010786629e+16
68.0 32338287428598.31
69.0 1913261397108974.0
70.0 235587740826541.66
71.0 -5.339633713842609e+18
72.0 -4009734762353313.5
73.0 2058208481903.9126
74.0 -3.4039414675544566e+18
75.0 7.733024466645864e+20
76.0 -21813787105266.883
77.0 -9991763009472.096
78.0 213464765123000.5
79.0 318449720280694.7
80.0 -213058212077995.06
81.0 -4760539607448.575
82.0 -3780683400078.932
83.0 -237503045869138.03
84.0 -22525062684.382988
85.0 15792070011550.7
86.0 35429765384753.33
87.0 480329805911986.4
88.0 -1.1109268666876136e+16
89.0 -346157820311500.6
90.0 -338407465141460.2
91.0 11875953771208.336
92.0 12562717143033.594
93.0 -33583277521022.13
94.0 23233081658683.055
95.0 -32173483827526.71
96.0 418256761639310.0
97.0 6266859609377908.0
98.0 15819538307128.168
99.0 3250929626028.3286
100.0 31264583805286.805
101.0 1.0575983230374507e+17
102.0 2.899935564849783e+16
103.0 -2.05087106513028e+18
104.0 -125957452932294.38
105.0 -10920610899191.775
106.0 12197995182250.482
107.0 2024997343263941.0
108.0 8145369124218.357
109.0 -2.435069140411334e+16
110.0 2965056473649708.5
111.0 4.5773610532604595e+17
112.0 4343323428233.327
113.0 3038598024997975.0
114.0 3641906720431410.5
115.0 3274430014487704.5
116.0 -11347438463532.412
117.0 -2978948805997021.5
118.0 44660386421647.766
119.0 109416946338741.83
120.0 1.6712910259386468e+19
121.0 -1.7409583874189104e+16
122.0 -706660413428769.4
123.0 -212837426318555.44
124.0 -4.416571157777858e+16
125.0 -675332062293910.4
126.0 -49477567936111.92
127.0 4.857715450793222e+19
