# num = 7.23e+08
# L = 256
# K = 1
# J = 0.3
0	1
1	0.292792
2	0.0980964
3	0.0359782
4	0.0139035
5	0.00559098
6	0.0023265
7	0.000998746
8	0.000464686
9	0.000169411
10	8.09281e-05
11	8.66267e-05
12	4.95878e-05
13	-6.31436e-06
14	3.95502e-05
15	5.71544e-05
16	-3.63934e-05
17	3.78077e-06
18	-1.41481e-05
19	-5.14159e-05
20	-9.23538e-06
21	2.64275e-05
22	5.16262e-05
23	2.25809e-05
24	7.34687e-06
25	-5.05699e-06
26	5.1704e-05
27	2.52163e-05
28	2.88369e-05
29	1.27714e-05
30	2.7398e-05
31	4.44229e-05
32	4.8403e-05
33	2.21545e-05
34	2.59824e-07
35	4.83319e-05
36	2.70569e-05
37	1.97768e-05
38	1.71116e-06
39	-4.47924e-05
40	-1.61984e-05
41	-5.00396e-06
42	6.91548e-05
43	5.79231e-05
44	-2.61083e-05
45	1.93294e-05
46	-1.82024e-05
47	-5.18215e-06
48	2.71575e-05
49	4.66539e-05
50	5.72668e-05
51	-2.48173e-05
52	-2.64277e-05
53	1.67659e-07
54	-1.219e-05
55	-2.82162e-05
56	-5.17096e-05
57	-4.57803e-06
58	2.53518e-05
59	-2.29594e-06
60	-1.75619e-05
61	-2.98617e-05
62	-3.93739e-05
63	-1.60445e-05
64	8.24216e-06
65	-1.58581e-05
66	8.37214e-06
67	6.84282e-06
68	9.09648e-06
69	2.92397e-05
70	-2.77608e-06
71	-4.63601e-06
72	-1.22269e-05
73	1.52944e-05
74	1.72861e-05
75	-2.01556e-05
76	-1.24343e-05
77	-7.56563e-05
78	3.25436e-05
79	1.3352e-05
80	9.31827e-06
81	-1.09119e-05
82	-5.69004e-05
83	-2.9188e-05
84	-3.05024e-05
85	-1.54992e-05
86	1.45551e-05
87	-1.56077e-05
88	6.54481e-06
89	-2.53309e-05
90	-3.83158e-05
91	1.46883e-05
92	1.09956e-05
93	-1.81529e-05
94	-3.02731e-05
95	1.28149e-06
96	1.43242e-05
97	-1.24659e-05
98	2.66525e-05
99	-2.43245e-06
100	-1.63736e-05
101	2.91313e-07
102	-2.59953e-06
103	-3.89229e-05
104	-4.50601e-06
105	-6.47571e-05
106	-3.56828e-05
107	2.51729e-07
108	1.04617e-05
109	-4.29913e-05
110	2.72191e-05
111	1.43067e-07
112	-4.07105e-05
113	-7.70089e-06
114	-1.36087e-07
115	1.02563e-05
116	-4.00658e-06
117	-1.39858e-05
118	8.56605e-06
119	-1.64859e-05
120	6.44578e-06
121	-1.93846e-05
122	4.63445e-05
123	1.74956e-05
124	3.90976e-06
125	1.48862e-05
126	2.23057e-05
127	1.67848e-05
