#	1               	2               	3               	4               	5               	6               	7               	8               	9               	10              	11              	12              	13              	14              	15              	16              	17              	18              	19              	20              	21              	22              	23              	24              	25              	26              	27              	28              	29              	30              	31              	32              	33              	34              	35              	36              	37              	38              	39              	40              	41              	42              
#	N               	J               	K               	beta            	L               	N_Therm         	N_Total         	Seed            	N_Measure       	N_Each          	NBlock          	Status          	<M_l1>          	<M_l1>_err      	<M_l2>          	<M_l2>_err      	<M_t>           	<M_t>_err       	<M_p>           	<M_p>_err       	<M_ave>         	<M_ave>_err     	<Mk_l1>         	<Mk_l1>_err     	<Mk_l2>         	<Mk_l2>_err     	<Mk_t>          	<Mk_t>_err      	<Mk_p>          	<Mk_p>_err      	<Mk_ave>        	<Mk_ave>_err    	<xi_L_l1>       	<xi_L_l1>_err   	<xi_L_l2>       	<xi_L_l2>_err   	<xi_L_t>        	<xi_L_t>_err    	<xi_L_p>        	<xi_L_p>_err    	<xi_L_ave>      	<xi_L_ave>_err  
	2.0             	0.7             	0.25            	1.0             	32.0            	5.0             	200.0           	3x              	1.0             	1000.0          	20.0            	100.0           	0.0380859778344396	0.0000999276921511	0.0380159657037985	0.0001083677089328	0.0364232589068681	0.0001012860005167	0.0040433536141309	0.0000100227661694	0.0364232589068681	0.0001012860005167	0.0178855834701136	0.0000320547738703	0.0178556494932777	0.0000352383303984	0.0089332100648072	0.0000163238751403	0.0036363006912474	0.0000056434970579	0.0163171204718237	0.0000328421026693	0.1693686026068759	0.0005119285361054	0.1694324709863692	0.0005471871347100	0.2796535009970749	0.0006119696425288	0.0535721803827887	0.0007135599566836	0.1769645435285808	0.0005393797051538
	2.0             	0.71667         	0.25            	1.0             	32.0            	5.0             	200.0           	3x              	1.0             	1000.0          	20.0            	100.0           	0.0557497926291206	0.0001256668115564	0.0558348319264210	0.0001353591774530	0.0541983129904114	0.0001254165327786	0.0051993242488374	0.0000123476897425	0.0541983129904114	0.0001254165327786	0.0198638190275949	0.0000296294617158	0.0198485047666395	0.0000284116826265	0.0099253628075073	0.0000130776931358	0.0043270790799958	0.0000071171137943	0.0183296736228947	0.0000253725392108	0.2143439909899133	0.0004544763568206	0.2145864577791135	0.0004718959598566	0.3366472124470284	0.0005593347390648	0.0710638360778267	0.0004768868027549	0.2229415571713207	0.0004656527085004
	2.0             	0.73333         	0.25            	1.0             	32.0            	5.0             	200.0           	3x              	1.0             	1000.0          	20.0            	100.0           	0.0854168307084611	0.0001995679440806	0.0854744776573718	0.0002043046447372	0.0838939478856898	0.0001988155771118	0.0074361143667517	0.0000222795436386	0.0838939478856898	0.0001988155771118	0.0209044308021690	0.0000436151867921	0.0209133474612524	0.0000437087021024	0.0104529380917747	0.0000212147677337	0.0052940570961989	0.0000094231198718	0.0194315751552728	0.0000427736040313	0.2799029604387278	0.0006890549462620	0.2798876593402126	0.0007018423647138	0.4222961471587354	0.0009039347124753	0.1012892950024383	0.0005269116766856	0.2901429967742920	0.0007320805739538
	2.0             	0.75            	0.25            	1.0             	32.0            	5.0             	200.0           	3x              	1.0             	1000.0          	20.0            	100.0           	0.1287842358228912	0.0002755420777662	0.1288907564477754	0.0002853700818843	0.1273371975364293	0.0002742800397912	0.0116451812687566	0.0000385158270573	0.1273371975364293	0.0002742800397912	0.0204344918116241	0.0000471244679570	0.0204676690555077	0.0000534998580745	0.0102254303643345	0.0000249458674608	0.0064798713779502	0.0000123217346568	0.0190405037482859	0.0000493633637179	0.3670637721976943	0.0008565594052376	0.3669037098260075	0.0009197524274875	0.5394901080867008	0.0011961278585262	0.1422850801100733	0.0006004395971437	0.3801762980586495	0.0009377212154112
	2.0             	0.76667         	0.25            	1.0             	32.0            	5.0             	200.0           	3x              	1.0             	1000.0          	20.0            	100.0           	0.1827500041320198	0.0003562697324625	0.1829953268911068	0.0003217497174798	0.1814753200694567	0.0003332963207178	0.0190099864021527	0.0000536289804888	0.1814753200694567	0.0003332963207178	0.0184362732055931	0.0000481865493221	0.0184820119598930	0.0000413026924524	0.0092306846754931	0.0000212699092335	0.0077927283364426	0.0000169557227417	0.0171238813285449	0.0000420135989962	0.4759906397723216	0.0010977463391843	0.4757393441150622	0.0009360021972978	0.6887601056570335	0.0013698071383928	0.1912197419841016	0.0005052647068189	0.4939633815390270	0.0010654415238945
	2.0             	0.78333         	0.25            	1.0             	32.0            	5.0             	200.0           	3x              	1.0             	1000.0          	20.0            	100.0           	0.2311253288063723	0.0003399563747307	0.2310226653548396	0.0003364641200877	0.2297247108815302	0.0003307167176517	0.0280875637908230	0.0000796720643989	0.2297247108815302	0.0003307167176517	0.0166045182840927	0.0000535073122176	0.0165876184607871	0.0000542931512399	0.0082976258137584	0.0000260237188814	0.0089269582539801	0.0000196277011418	0.0153217674792765	0.0000514490292097	0.5729209990525590	0.0012800706553774	0.5731701522548168	0.0013232675695921	0.8234619790382738	0.0017630508666167	0.2336423062570147	0.0006367912268794	0.5963158312768577	0.0013817556241480
	2.0             	0.8             	0.25            	1.0             	32.0            	5.0             	200.0           	4x              	1.0             	1000.0          	20.0            	100.0           	0.2726758620871437	0.0002485019267605	0.2724204181979431	0.0002207510190466	0.2712690299758837	0.0002243681993590	0.0387393166881586	0.0000727384037946	0.2712690299758837	0.0002243681993590	0.0152013994592616	0.0000394122827384	0.0151950198816693	0.0000396881494331	0.0075999805570424	0.0000191919064274	0.0098832928842884	0.0000190960097561	0.0139812223683838	0.0000387583670526	0.6559964377527289	0.0011075796932703	0.6558498616782643	0.0010780405989714	0.9388807498872185	0.0014836638583594	0.2723205786840199	0.0005279096319499	0.6837956425372999	0.0011912603460894
	2.0             	0.80526         	0.25            	1.0             	32.0            	5.0             	200.0           	1x              	1.0             	1000.0          	20.0            	100.0           	0.2839892350000000	0.0004132749130000	0.2837648360000000	0.0003920403600000	0.2825945630000000	0.0003667374340000	0.0422115404000000	0.0001281525510000	0.2825945630000000	0.0003667374340000	0.0149036199000000	0.0000656337740000	0.0148842479000000	0.0000752622187000	0.0074469669700000	0.0000328709567000	0.0101449902000000	0.0000324583739000	0.0136951097000000	0.0000659838667000	0.6773565830000000	0.0018966663700000	0.6775389630000000	0.0021487819200000	0.9689718180000000	0.0026282073700000	0.2834120450000000	0.0009289795740000	0.7063666720000000	0.0021178298400000
	2.0             	0.81053         	0.25            	1.0             	32.0            	5.0             	200.0           	1x              	1.0             	1000.0          	20.0            	100.0           	0.2939563370000000	0.0003815947810000	0.2940047680000000	0.0003860103360000	0.2927074810000000	0.0003655342860000	0.0455110610000000	0.0001446111390000	0.2927074810000000	0.0003655342860000	0.0144834725000000	0.0000785179145000	0.0145247483000000	0.0000684073698000	0.0072520552000000	0.0000343835645000	0.0103556536000000	0.0000440326953000	0.0133131297000000	0.0000692510762000	0.7002473470000000	0.0022831136300000	0.6992606240000000	0.0020010328600000	1.0001303300000000	0.0027929407100000	0.2937144480000000	0.0011167292600000	0.7302754960000000	0.0022524570400000
	2.0             	0.81579         	0.25            	1.0             	32.0            	5.0             	200.0           	1x              	1.0             	1000.0          	20.0            	100.0           	0.3045358740000000	0.0003787499370000	0.3040969620000000	0.0003773866460000	0.3030660900000000	0.0003394515640000	0.0490896235000000	0.0001631469820000	0.3030660900000000	0.0003394515640000	0.0142539076000000	0.0000735201794000	0.0142091222000000	0.0000718977658000	0.0071157574500000	0.0000348499508000	0.0105880606000000	0.0000490963475000	0.0130595082000000	0.0000684618612000	0.7193844680000000	0.0021931478900000	0.7200279790000000	0.0020831654900000	1.0280561800000001	0.0028604639300000	0.3039827700000000	0.0013236755800000	0.7512050760000000	0.0022547344400000
